jobLink,jobId,collectDate,jobTitle,salaryLow,jobSeniorityCategories,salaryHighAdj,companyName,jobCategory,employmentType,salaryMean
/pl/job/azure-devops-codibly-remote-r1iap4p,r1iap4p,26/02/2023,"Azure DevOps",23520,"6. Mid-Senior",33600,Codibly,DevOps,B2B,28560
/pl/job/senior-java-developer-insight-nexer-group-remote-r4jwarc,r4jwarc,26/02/2023,"Senior Java Developer",22000,"6. Senior",30000,"Insight - Nexer Group",Backend,B2B,26000
/pl/job/php-developer-symfony-bisseti-remote-r5de3il,r5de3il,26/02/2023,"PHP Developer (Symfony)",12273,"6. Mid-Senior",24546,BISSETI,Fullstack,"Employment Contract",18410
/pl/job/remote-ocm-senior-leadership-role-infosys-consulting-r5l4hqh,r5l4hqh,26/02/2023,"Remote OCM Senior Leadership role",30000,"6. Senior",40000,"Infosys Consulting",Backoffice,"Employment Contract",35000
/pl/job/inzynier-wsparcia-technicznego-edm-wedm-metal-team-sp-k-remote-r6gswaj,r6gswaj,26/02/2023,"INŻYNIER WSPARCIA TECHNICZNEGO EDM/WEDM",7000,"6. Mid-Senior",10000,"Metal Team Sp. z o.o. Sp.K.",Sales,"Employment Contract",8500
/pl/job/senior-software-engineer-get-bridge-budapest-r8fy2tk,r8fy2tk,26/02/2023,"Senior Software Engineer",18657,"7. Senior-Expert",23632,"Get Bridge",Backend,"Employment Contract",21145
/pl/job/analityk-it-dahliamatic-gdynia-r8rjaoc,r8rjaoc,26/02/2023,"Analityk IT",8500,"5. Mid",14000,"DahliaMatic Sp. z o.o.","Business Analysis",B2B,11250
/pl/job/sre-engineer-avenga-remote-ra4nuxc,ra4nuxc,26/02/2023,"SRE Engineer",36960,"6. Senior",42000,AVENGA,DevOps,B2B,39480
/pl/job/account-manager-termedia-poznan-ragmvul,ragmvul,26/02/2023,"Account Manager",5380,"5. Mid",6850,Termedia,Sales,"Employment Contract",6115
/pl/job/net-developer-axa-it-solutions-warszawa-raqocur,raqocur,26/02/2023,".Net Developer",10920,"3. Junior",17640,"AXA IT Solutions",Backend,B2B,14280
/pl/job/senior-e-commerce-manager-veritas-recruitment-remote-rb4i0fa,rb4i0fa,26/02/2023,"Senior E-commerce Manager",13000,"8. Expert",16000,"Veritas Recruitment",Marketing,"Employment Contract",14500
/pl/job/tech-lead-angular-typescript-direct-communication-remote-rcstup2,rcstup2,26/02/2023,"Tech Lead - Angular &amp; TypeScript",25000,"5. Mid",30000,"Direct Communication Sp. z o.o.",Frontend,B2B,27500
/pl/job/junior-c-developer-link-group-remote-rczmfub,rczmfub,26/02/2023,"Junior C++ Developer",8000,"2. Trainee-Junior",10000,"Link Group",Backend,B2B,9000
/pl/job/remote-mid-senior-react-js-developer-emfire-rdlhswi,rdlhswi,26/02/2023,"Remote Mid/Senior React.js Developer",14000,"6. Mid-Senior",22000,"Emfire Sp. z o.o.",Frontend,B2B,18000
/pl/job/process-automation-expert-rpa-developer-abesse-zrt-budapest-re2dxfi,re2dxfi,26/02/2023,"Process Automation Expert/RPA Developer",10572,"6. Mid-Senior",17413,"Abesse Zrt.",Backend,"Employment Contract",13993
/pl/job/technical-product-owner-jamf-remote-rednoip,rednoip,26/02/2023,"Technical Product Owner",11000,"5. Mid",17500,Jamf,"Product Management","Employment Contract",14250
/pl/job/java-developer-avenga-remote-retylfa,retylfa,26/02/2023,"Java Developer",20160,"6. Mid-Senior",23520,AVENGA,Backend,B2B,21840
/pl/job/remote-software-developer-erp-asqe-rew2mzs,rew2mzs,26/02/2023,"REMOTE Software Developer (ERP)",10000,"2. Trainee-Junior",12000,"ASQE SP. Z O.O.",Fullstack,B2B,11000
/pl/job/junior-data-engineer-z-java-axa-avanssurspolka-akcyjna-oddzial-ii-w-polsce-warszawa-reyt1lk,reyt1lk,26/02/2023,"Junior Data Engineer z Java",8000,"3. Junior",12000,"AXA Avanssur SA Spółka Akcyjna Oddział II w Polsce","Big Data","Employment Contract",10000
/pl/job/full-stack-fejleszto-fox-wolf-hr-solutions-kft-budapest-rf6cywv,rf6cywv,26/02/2023,"Full-Stack fejlesztő",12438,"6. Mid-Senior",14925,"Fox &amp; Wolf HR Solutions Kft.",Fullstack,"Employment Contract",13682
/pl/job/java-developer-pragmile-warszawa-rfhgai2,rfhgai2,26/02/2023,"Java Developer",18480,"6. Mid-Senior",28560,Pragmile,Backend,B2B,23520
/pl/job/senior-aws-devops-engineer-cloudbest-remote-rg1t4lv,rg1t4lv,26/02/2023,"Senior AWS Devops Engineer",25000,"6. Mid-Senior",35000,Cloudbest,DevOps,B2B,30000
/pl/job/programista-c-embedded-sii-polska-remote-rgbf857,rgbf857,26/02/2023,"Programista C Embedded",13650,"6. Mid-Senior",19950,"Sii Polska",Embedded,B2B,16800
/pl/job/big-data-developer-ze-znajomoscia-aws-apreel-remote-rgetoqi,rgetoqi,26/02/2023,"Big Data Developer ze znajomością AWS",26880,"6. Mid-Senior",38640,"preel Sp. z o.o.","Big Data",B2B,32760
/pl/job/remote-ai-ml-python-engineer-new-security-systems-rgjzk2b,rgjzk2b,26/02/2023,"Remote AI / ML Python Engineer",15000,"5. Mid",25000,"New Security Systems",AI,OTHER,20000
/pl/job/java-developer-sii-polska-remote-rgp4uhb,rgp4uhb,26/02/2023,"Java Developer",14000,"6. Mid-Senior",28000,"Sii Polska",Backend,B2B,21000
/pl/job/c-embedded-developer-avenga-remote-rgwjuqm,rgwjuqm,26/02/2023,"C++ Embedded Developer",20000,"5. Mid",21000,AVENGA,Embedded,B2B,20500
/pl/job/automation-tester-speednet-remote-rgwu6w5,rgwu6w5,26/02/2023,"Automation Tester",12000,"5. Mid",16000,"SPEEDNET SP. Z O.O.",Testing,B2B,14000
/pl/job/servicenow-consultant-javascript-guidevision-polska-remote-rgymvmh,rgymvmh,26/02/2023,"ServiceNow Consultant (Javascript)",11000,"5. Mid",18000,"GuideVision Polska",Fullstack,"Employment Contract",14500
/pl/job/remote-mid-frontend-developer-clurgo-rhkuhc4,rhkuhc4,26/02/2023,"Remote Mid Frontend Developer",14280,"5. Mid",19320,"Clurgo Sp. z o.o.",Frontend,B2B,16800
/pl/job/specjalista-tka-ds-marketingu-80-h-mc-qodeca-remote-ria7ezd,ria7ezd,26/02/2023,"Specjalista/tka ds. marketingu (80 h/mc)",3200,"6. Mid-Senior",4000,"Qodeca Sp. z o.o.",Marketing,B2B,3600
/pl/job/senior-python-full-stack-developer-muhlemann-popp-online-media-wroclaw-ricgjpi,ricgjpi,26/02/2023,"Senior Python Full-stack developer",18000,"6. Senior",28000,"Mühlemann &amp; Popp Online Media AG",Fullstack,B2B,23000
/pl/job/social-media-manager-ibif-pl-lublin-rig1sdq,rig1sdq,26/02/2023,"Social Media Manager",5500,"5. Mid",7400,IBIF.PL,Marketing,B2B,6450
/pl/job/android-team-leader-droids-on-roids-remote-riiaqff,riiaqff,26/02/2023,"Android Team Leader",25000,"6. Senior",30000,"Droids On Roids",Mobile,B2B,27500
/pl/job/customer-success-specialist-scanye-warszawa-ripwslk,ripwslk,26/02/2023,"Customer Success Specialist",4000,"3. Junior",5000,"SCANYE Sp. z o.o.",Sales,OTHER,4500
/pl/job/business-analyst-in-investment-banking-grafton-recruitment-warszawa-riui7vu,riui7vu,26/02/2023,"Business Analyst in investment banking",21000,"7. Senior-Expert",32000,"Grafton Recruitment","Business Analysis",B2B,26500
/pl/job/python-backend-django-developer-centralny-osrodek-informatyki-remote-riwrfww,riwrfww,26/02/2023,"Python Backend (Django) Developer",10000,"6. Mid-Senior",20000,"Centralny Ośrodek Informatyki",Backend,"Employment Contract",15000
/pl/job/fullstack-net-react-happy-team-remote-rj4j3cd,rj4j3cd,26/02/2023,"Fullstack .NET+React",23000,"5. Mid",30000,"Happy Team sp. z o.o.",Backend,B2B,26500
/pl/job/remote-angular-mid-frontend-developer-link-group-rjmmtkb,rjmmtkb,26/02/2023,"Remote Angular Mid Frontend Developer",13440,"5. Mid",15120,"Link Group",Frontend,B2B,14280
/pl/job/problem-and-incident-manager-vewd-software-poland-remote-rjmxz8m,rjmxz8m,26/02/2023,"Problem and Incident Manager",19000,"6. Senior",25000,"Vewd Software Poland Sp. z o.o.","IT Support",B2B,22000
/pl/job/senior-devops-engineer-vonroll-infratec-com-remote-rjnbsux,rjnbsux,26/02/2023,"Senior DevOps Engineer",26000,"6. Senior",35000,"vonRoll Infratec.com",DevOps,B2B,30500
/pl/job/eb-recruitment-specialist-pointpack-warszawa-rjpig0g,rjpig0g,26/02/2023,"EB &amp; Recruitment Specialist",8000,"5. Mid",10000,"Pointpack S.A.",HR,"Employment Contract",9000
/pl/job/sales-development-representative-tomhrm-remote-rjrfxpl,rjrfxpl,26/02/2023,"Sales Development Representative",8500,"5. Mid",10000,tomHRM,Sales,B2B,9250
/pl/job/junior-data-engineer-documati-warszawa-rjtwalt,rjtwalt,26/02/2023,"Junior Data Engineer",5500,"3. Junior",8000,Documati,"Big Data",B2B,6750
/pl/job/react-native-developer-branchspace-krakow-rk4obnh,rk4obnh,26/02/2023,"React Native Developer",16000,"6. Mid-Senior",26000,"Branchspace sp. z o.o.",Frontend,B2B,21000
/pl/job/facebook-ads-social-ads-specialist-get-noticed-agency-poznan-rk7dv2z,rk7dv2z,26/02/2023,"Facebook Ads / Social Ads Specialist",6100,"5. Mid",9200,"Get Noticed Agency",Marketing,B2B,7650
/pl/job/pega-developer-roche-poznan-rkfnr9e,rkfnr9e,26/02/2023,"Pega Developer",11100,"5. Mid",22200,Roche,Backend,"Employment Contract",16650
/pl/job/social-media-specialist-eagle-recruitment-lodz-rkg4ipk,rkg4ipk,26/02/2023,"Social Media Specialist",7000,"5. Mid",8000,"EAGLE RECRUITMENT",Marketing,B2B,7500
/pl/job/sap-release-manager-link-group-warszawa-rkt2o0f,rkt2o0f,26/02/2023,"SAP Release Manager",24000,"7. Senior-Expert",28000,"Link Group",ERP,"Employment Contract",26000
/pl/job/apps-portfolio-lead-predica-remote-rl0qxic,rl0qxic,26/02/2023,"Apps Portfolio Lead",22680,"6. Senior",32256,"Predica Sp. z o.o.","Business Analysis",B2B,27468
/pl/job/remote-qa-engineer-startup-development-house-rlaf06l,rlaf06l,26/02/2023,"REMOTE QA Engineer",7350,"5. Mid",10500,"Startup Development House",Testing,B2B,8925
/pl/job/business-analyst-panstwowy-instytut-medyczny-mswia-warszawa-rlw2eml,rlw2eml,26/02/2023,"Business Analyst",16000,"5. Mid",22000,"Państwowy Instytut Medyczny MSWiA","Business Analysis",B2B,19000
/pl/job/remote-solutions-architect-team-lead-extengi-rlyjzhx,rlyjzhx,26/02/2023,"Remote Solutions Architect &amp; Team Lead",20000,"6. Senior",30000,Extengi,Architecture,B2B,25000
/pl/job/remote-senior-fullstack-developer-link-group-rm2pl9j,rm2pl9j,26/02/2023,"Remote Senior Fullstack Developer",23000,"6. Senior",25000,"Link Group",Fullstack,B2B,24000
/pl/job/junior-programista-bc-nmi-erp-remote-rmoabie,rmoabie,26/02/2023,"Junior Programista BC",5000,"3. Junior",7000,"NMI ERP Sp. z o.o.",Inne,"Employment Contract",6000
/pl/job/people-operations-specialist-cleeng-poznan-rmx5qbr,rmx5qbr,26/02/2023,"People Operations Specialist",8000,"5. Mid",10000,Cleeng,HR,"Employment Contract",9000
/pl/job/senior-cloud-native-software-engineer-state-street-krakow-rn4wimp,rn4wimp,26/02/2023,"Senior Cloud Native Software Engineer",15166,"6. Senior",23000,"State Street",Backend,"Employment Contract",19083
/pl/job/mid-net-fullstack-developer-fabres-remote-rnloeml,rnloeml,26/02/2023,"Mid .NET Fullstack Developer",16800,"5. Mid",21000,"Fabres Sp. z o. o.",Fullstack,B2B,18900
/pl/job/frontend-developer-fakturuj-to-gdansk-rnpcat9,rnpcat9,26/02/2023,"Frontend Developer",12000,"5. Mid",20000,Fakturuj.to,Frontend,B2B,16000
/pl/job/software-support-engineer-pcmi-corporation-krakow-roby3ka,roby3ka,26/02/2023,"Software Support Engineer",7000,"5. Mid",12000,"PCMI Corporation","IT Support",B2B,9500
/pl/job/senior-machine-learning-nlp-engineer-kinetix-trading-solutions-remote-rogcfne,rogcfne,26/02/2023,"Senior Machine Learning NLP Engineer",25000,"7. Senior-Expert",35000,"Kinetix Trading Solutions",AI,B2B,30000
/pl/job/senior-c-developer-avenga-remote-roih3uo,roih3uo,26/02/2023,"Senior C++ Developer",28560,"7. Senior-Expert",31920,Avenga,Backend,B2B,30240
/pl/job/sales-team-leader-b2c-mate-academy-remote-rou1bmq,rou1bmq,26/02/2023,"Sales Team Leader B2C",16535,"6. Senior",21260,"Mate academy",Sales,B2B,18898
/pl/job/it-business-analyst-dpdgroup-it-solutions-hungary-kft-budapest-rq9trii,rq9trii,26/02/2023,"IT Business Analyst",8706,"5. Mid",11194,"DPDgroup IT Solutions Hungary Kft.","Business Analysis","Employment Contract",9950
/pl/job/digital-marketing-specialist-w-german-smarketer-szczecin-rrv27sq,rrv27sq,26/02/2023,"Digital Marketing Specialist w/ German",8000,"3. Junior",8400,Smarketer,Marketing,"Employment Contract",8200
/pl/job/new-business-specialist-grupa-good-one-warszawa-rrwgvd1,rrwgvd1,26/02/2023,"New Business Specialist",7000,"6. Mid-Senior",14000,"Grupa Good One",Sales,B2B,10500
/pl/job/junior-marketing-account-executive-hill-knowlton-strategies-warszawa-rs64o2f,rs64o2f,26/02/2023,"Junior Marketing Account Executive",4500,"5. Mid",6000,"Hill+Knowlton Strategies",Marketing,OTHER,5250
/pl/job/senior-product-designer-saas-open-loyalty-remote-rsumshc,rsumshc,26/02/2023,"Senior Product Designer (SaaS)",16000,"6. Senior",18000,"Open Loyalty",Design,B2B,17000
/pl/job/technical-support-fis-technology-services-poland-poznan-rtj4syi,rtj4syi,26/02/2023,"Technical Support",13000,"5. Mid",16000,"FIS Technology Services (Poland) Sp. z o.o.","IT Support","Employment Contract",14500
/pl/job/java-software-engineer-vakoms-wroclaw-rtr5ztk,rtr5ztk,26/02/2023,"Java Software Engineer",18000,"6. Mid-Senior",30000,Vakoms,Backend,B2B,24000
/pl/job/it-support-connectis-warszawa-ru39oxt,ru39oxt,26/02/2023,"IT Support",7500,"3. Junior",9500,Connectis_,"IT Support",B2B,8500
/pl/job/backend-developer-four-point-remote-ruauwc9,ruauwc9,26/02/2023,"Backend Developer",13000,"5. Mid",18000,"Four Point SP Z O.O.",Backend,"Employment Contract",15500
/pl/job/office-assistant-masterborn-wroclaw-rv8kxkz,rv8kxkz,26/02/2023,"Office Assistant",5000,"5. Mid",6000,MasterBorn,Backoffice,B2B,5500
/pl/job/specjalista-obslugi-klienta-j-szwedz-drukarnia-interak-czarnkow-rvuynsu,rvuynsu,26/02/2023,"Specjalista Obsługi Klienta - j. szwedz.",5500,"3. Junior",7000,"Drukarnia Interak Sp. z o.o.",Backoffice,"Employment Contract",6250
/pl/job/business-development-manager-codilime-remote-rw8cvgl,rw8cvgl,26/02/2023,"Business Development Manager",11000,"6. Senior",15000,CodiLime,Sales,B2B,13000
/pl/job/product-specialist-bayer-warszawa-rwf5coy,rwf5coy,26/02/2023,"Product Specialist",12000,"5. Mid",22000,"Bayer Sp. z o.o.","Product Management","Employment Contract",17000
/pl/job/java-fullstack-developer-vue-js-britenet-warszawa-rwrlbjq,rwrlbjq,26/02/2023,"Java Fullstack Developer (Vue.js)",28500,"7. Senior-Expert",31000,Britenet,Fullstack,B2B,29750
/pl/job/solution-architect-algomine-remote-rxdagpu,rxdagpu,26/02/2023,"Solution Architect",25200,"6. Mid-Senior",33600,Algomine,AI,B2B,29400
/pl/job/business-unit-manager-reply-polska-katowice-rxxnoe1,rxxnoe1,26/02/2023,"Business Unit Manager",22000,"6. Senior",28000,"Reply Polska","Project Manager","Employment Contract",25000
/pl/job/solutions-engineer-silent-eight-remote-rxyymbg,rxyymbg,26/02/2023,"Solutions Engineer",11000,"6. Mid-Senior",18000,"Silent Eight",Inne,B2B,14500
/pl/job/export-manager-foodcom-przyokopowa-ryjcl4l,ryjcl4l,26/02/2023,"Export Manager",7000,"5. Mid",14000,"Foodcom S.A.",Sales,"Employment Contract",10500
/pl/job/android-automotive-developer-c-java-codelab-remote-ryz0gr8,ryz0gr8,26/02/2023,"Android Automotive Developer (C++&amp;Java)",13000,"6. Mid-Senior",23500,Codelab,Backend,B2B,18250
/pl/job/junior-qa-engineer-plum-bialystok-rz531wn,rz531wn,26/02/2023,"Junior QA Engineer",3500,"3. Junior",5000,"Plum Sp. z o.o.",Testing,"Employment Contract",4250
/pl/job/senior-kotlin-developer-remote-stepwise-rz5en4i,rz5en4i,26/02/2023,"Senior KOTLIN Developer (Remote)",16800,"6. Senior",23500,Stepwise,Backend,B2B,20150
/pl/job/telefoniczny-doradca-klienta-geo-print-bytom-s0c2y7j,s0c2y7j,26/02/2023,"Telefoniczny doradca klienta",4300,"5. Mid",8600,"GEO Print",Sales,"Employment Contract",6450
/pl/job/devops-engineer-unicef-global-shared-services-centre-budapest-s0iakpz,s0iakpz,26/02/2023,"DevOps Engineer",23010,"5. Mid",27363,"UNICEF Global Shared Services Centre",Backend,"Employment Contract",25187
/pl/job/junior-fullstack-java-developer-it-touch-warsaw-s0mmqz1,s0mmqz1,26/02/2023,"Junior Fullstack Java Developer",6000,"3. Junior",10000,"IT Touch",Fullstack,B2B,8000
/pl/job/senior-software-java-engineer-infobip-katowice-s1c8i9y,s1c8i9y,26/02/2023,"Senior Software Java Engineer",17000,"6. Senior",25000,INFOBIP,Backend,"Employment Contract",21000
/pl/job/c-developer-appex-team-remote-s2azanw,s2azanw,26/02/2023,"C# Developer",15620,"6. Mid-Senior",20083,"Appex Team",Backend,B2B,17852
/pl/job/remote-mid-camunda-specialist-opsenio-s3dosnb,s3dosnb,26/02/2023,"Remote Mid Camunda Specialist",9000,"6. Mid-Senior",16000,Opsenio,"IT Support",B2B,12500
/pl/job/applcation-security-developer-sportradar-warsaw-s4ilzee,s4ilzee,26/02/2023,"Applcation Security Developer",22000,"6. Senior",30000,Sportradar,Security,"Employment Contract",26000
/pl/job/remote-sitecore-developer-wunderman-thompson-technology-s4wzmbe,s4wzmbe,26/02/2023,"Remote Sitecore Developer",16000,"5. Mid",19000,"Wunderman Thompson Technology",Backend,B2B,17500
/pl/job/e2e-program-lead-bayer-warszawa-s5k5cha,s5k5cha,26/02/2023,"E2E Program Lead",20000,"7. Senior-Expert",30000,"Bayer Sp. z o.o.","Product Management","Employment Contract",25000
/pl/job/analityk-biznesowy-beesafe-warszawa-s5oro3e,s5oro3e,26/02/2023,"Analityk Biznesowy",12000,"5. Mid",16000,"Beesafe Sp. z o.o.","Business Analysis",B2B,14000
/pl/job/senior-react-js-developer-divante-remote-s6c3hfp,s6c3hfp,26/02/2023,"Senior React.js Developer",22680,"6. Senior",27720,Divante,Frontend,B2B,25200
/pl/job/junior-java-developer-sollers-consulting-warszawa-s6et1uc,s6et1uc,26/02/2023,"Junior Java Developer",7500,"3. Junior",11500,"Sollers Consulting",Backend,B2B,9500
/pl/job/junior-net-developer-aiut-gliwice-s76i7pe,s76i7pe,26/02/2023,"Junior .Net Developer",5800,"3. Junior",10000,AIUT,Backend,B2B,7900
/pl/job/junior-fullstack-javascript-developer-offercloud-remote-s7itgi0,s7itgi0,26/02/2023,"Junior Fullstack JavaScript Developer",7000,"3. Junior",12000,"OfferCloud Sp. z o.o.",Fullstack,"Employment Contract",9500
/pl/job/mid-senior-full-stack-java-developer-microsec-zrt-budapest-s7z7eik,s7z7eik,26/02/2023,"Mid/Senior Full Stack Java Developer",13681,"6. Mid-Senior",18657,"Microsec zrt.",Fullstack,"Employment Contract",16169
/pl/job/uk-enterprise-sales-executive-sentione-gdansk-s8mqpmo,s8mqpmo,26/02/2023,"UK Enterprise Sales Executive",24000,"6. Senior",24000,SentiOne,Sales,B2B,24000
/pl/job/front-end-developer-eversis-remote-s9dy74a,s9dy74a,26/02/2023,"Front-end Developer",13500,"5. Mid",16000,"Eversis sp. z o.o.",Frontend,B2B,14750
/pl/job/senior-ios-developer-ing-bank-slaski-spolka-akcyjna-remote-s9szk3b,s9szk3b,26/02/2023,"Senior iOS Developer",10000,"6. Senior",20000,"ING BANK ŚLĄSKI SPÓŁKA AKCYJNA",Mobile,"Employment Contract",15000
/pl/job/part-time-qa-mobile-tester-the-origin-remote-s9vdq5u,s9vdq5u,26/02/2023,"Part-Time QA Mobile Tester",21336,"6. Mid-Senior",27720,"The Origin AG",Testing,B2B,24528
/pl/job/senior-quality-assurance-engineer-hitachi-energy-remote-sachrek,sachrek,26/02/2023,"Senior Quality Assurance Engineer",15000,"6. Senior",19000,"Hitachi Energy",Testing,"Employment Contract",17000
/pl/job/backend-engineer-with-go-livechat-remote-sadshzz,sadshzz,26/02/2023,"Backend Engineer with Go",16000,"6. Mid-Senior",30000,LiveChat,Backend,B2B,23000
/pl/job/specjalista-ds-komunikacji-marki-oferteo-wroclaw-salr3rm,salr3rm,26/02/2023,"Specjalista ds. komunikacji marki",5000,"5. Mid",7000,Oferteo,Marketing,"Employment Contract",6000
/pl/job/trainee-react-native-developer-digis-remote-salxrdj,salxrdj,26/02/2023,"Trainee React Native Developer",3124,"2. Trainee-Junior",3124,Digis,Mobile,B2B,3124
/pl/job/data-quality-analyst-hl-tech-remote-saprmyr,saprmyr,26/02/2023,"Data Quality Analyst",14000,"5. Mid",18000,"HL Tech","Big Data",B2B,16000
/pl/job/software-engineer-net-allegro-pay-allegro-warszawa-saqpaj8,saqpaj8,26/02/2023,"Software Engineer (.NET) - Allegro Pay",12300,"5. Mid",17600,Allegro,Backend,"Employment Contract",14950
/pl/job/senior-tester-similardev-warszawa-sb4gfum,sb4gfum,26/02/2023,"Senior Tester",17852,"6. Senior",30348,SimilarDev,Testing,"Employment Contract",24100
/pl/job/specjalista-ds-sprzedazy-z-j-czeskim-call2sale-remote-sbganut,sbganut,26/02/2023,"Specjalista ds. sprzedaży z j. czeskim",7000,"5. Mid",14000,Call2Sale,Sales,B2B,10500
/pl/job/junior-key-account-manager-halfing-petersen-krakow-sbikkwb,sbikkwb,26/02/2023,"Junior Key Account Manager",8000,"5. Mid",12000,"Halfing &amp; Petersen",Sales,"Employment Contract",10000
/pl/job/it-recruiter-mid-senior-yard-corporate-warszawa-sbrdigt,sbrdigt,26/02/2023,"IT Recruiter - Mid / Senior",6000,"6. Mid-Senior",12000,"Yard Corporate",HR,B2B,9000
/pl/job/junior-php-developer-ultimate-systems-remote-sbzfl0u,sbzfl0u,26/02/2023,"Junior PHP Developer",5000,"3. Junior",8500,"Ultimate Systems",Backend,B2B,6750
/pl/job/junior-servicenow-developer-arup-warszawa-scxjzir,scxjzir,26/02/2023,"Junior ServiceNow Developer",6666,"3. Junior",8000,Arup,"IT Support","Employment Contract",7333
/pl/job/business-development-manager-grape-up-krakow-sd5weh9,sd5weh9,26/02/2023,"Business Development Manager",14000,"6. Mid-Senior",18000,"Grape Up",Sales,B2B,16000
/pl/job/senior-devops-engineer-shiji-poland-remote-sddpf9c,sddpf9c,26/02/2023,"Senior DevOps Engineer",20000,"6. Senior",30000,"Shiji Poland",DevOps,B2B,25000
/pl/job/angular-developer-altimetrik-poland-remote-sdpjkic,sdpjkic,26/02/2023,"Angular Developer",19000,"6. Senior",26000,"Altimetrik Poland",Frontend,B2B,22500
/pl/job/customer-support-specialist-piwik-pro-remote-sdrzw6t,sdrzw6t,26/02/2023,"Customer Support Specialist",5000,"5. Mid",8500,"Piwik PRO",Sales,B2B,6750
/pl/job/tech-lead-azure-cloud-architect-noa-ignite-poland-remote-sds75sd,sds75sd,26/02/2023,"Tech Lead / Azure Cloud Architect",28560,"8. Expert",35280,"NoA Ignite Poland",Backend,B2B,31920
/pl/job/remote-junior-frontend-developer-mentor-mate-academy-sebooyz,sebooyz,26/02/2023,"Remote Junior Frontend Developer/Mentor",6000,"3. Junior",12000,"Mate academy",Frontend,B2B,9000
/pl/job/system-engineer-for-automotive-astek-polska-remote-secqpze,secqpze,26/02/2023,"System Engineer for Automotive",16800,"7. Senior-Expert",31500,"ASTEK Polska",Embedded,B2B,24150
/pl/job/junior-qa-engineer-cksource-remote-set1peo,set1peo,26/02/2023,"Junior QA Engineer",7000,"3. Junior",11000,CKSource,Testing,B2B,9000
/pl/job/specjalista-ka-ds-obslugi-klienta-leanlogistics-warszawa-sevt56o,sevt56o,26/02/2023,"Specjalista/ka ds. obsługi klienta",4500,"3. Junior",9000,LeanLogistics,Sales,B2B,6750
/pl/job/allegro-ads-specialist-sempai-bialystok-sf2sjnn,sf2sjnn,26/02/2023,"Allegro Ads Specialist",5000,"5. Mid",7000,Sempai,Marketing,"Employment Contract",6000
/pl/job/specjalista-ds-sprzedazy-nwic-new-wave-international-cargo-poland-lublin-sflnjeu,sflnjeu,26/02/2023,"Specjalista ds. Sprzedaży",6000,"5. Mid",12000,,Sales,B2B,9000
/pl/job/senior-hr-manager-intego-group-llc-warszawa-sfwtyau,sfwtyau,26/02/2023,"Senior HR Manager",10000,"6. Senior",15000,,HR,"Employment Contract",12500
/pl/job/analityk-specjalista-ds-raportowania-polskie-technologie-warszawa-sfztax9,sfztax9,26/02/2023,"Analityk / Specjalista ds. Raportowania",5000,"3. Junior",10000,"Polskie Technologie","Business Intelligence",OTHER,7500
/pl/job/tech-lead-it-ai-astrodynamics-arcadia-astronautics-budapest-sgazjwj,sgazjwj,26/02/2023,"Tech Lead  (IT - AI - Astrodynamics)",22388,"8. Expert",29851,"Arcadia Astronautics",AI,"Employment Contract",26120
/pl/job/kierownik-dzialu-rekrutacji-human-group-wroclaw-sgnlnpr,sgnlnpr,26/02/2023,"Kierownik Działu Rekrutacji",10000,"7. Senior-Expert",15000,"Human Group",HR,B2B,12500
/pl/job/junior-operations-support-engineer-wunderman-thompson-technology-poznan-sh2jurp,sh2jurp,26/02/2023,"Junior Operations Support Engineer",6000,"3. Junior",8000,"Wunderman Thompson Technology","IT Support","Employment Contract",7000
/pl/job/software-engineering-intern-box-warsaw-shhlnye,shhlnye,26/02/2023,"Software Engineering Intern",5040,"1. Trainee",6720,"Box Inc.",Inne,OTHER,5880
/pl/job/azure-cloud-engineer-hitachi-energy-remote-shqci4i,shqci4i,26/02/2023,"Azure Cloud Engineer",14000,"6. Mid-Senior",18000,"Hitachi Energy",DevOps,"Employment Contract",16000
/pl/job/partnership-manager-ka-activy-warszawa-shznmpf,shznmpf,26/02/2023,"Partnership Manager/ka",5000,"5. Mid",5700,Activy,Sales,B2B,5350
/pl/job/data-scientist-axiom-health-sopot-silkv15,silkv15,26/02/2023,"Data Scientist",26778,"5. Mid",35704,"Axiom Health",AI,B2B,31241
/pl/job/senior-backend-node-js-developer-superdevs-remote-sj1l1ld,sj1l1ld,26/02/2023,"Senior Backend Node.js Developer",25200,"6. Senior",30240,Superdevs,Backend,B2B,27720
/pl/job/senior-fullstack-python-developer-sigma-it-poland-remote-sjhinms,sjhinms,26/02/2023,"Senior Fullstack Python Developer",23520,"7. Senior-Expert",28560,"Sigma IT Poland",Fullstack,B2B,26040
/pl/job/remote-fullstack-engineer-acaisoft-poland-sjj7ykx,sjj7ykx,26/02/2023,"Remote Fullstack Engineer",15000,"5. Mid",20000,"Acaisoft Poland Sp. z o.o.",Fullstack,B2B,17500
/pl/job/software-development-manager-branchspace-krakow-sjudcmq,sjudcmq,26/02/2023,"Software Development Manager",30000,"7. Senior-Expert",39000,"Branchspace sp. z o.o.","Project Manager",B2B,34500
/pl/job/javascript-developer-thundersoft-remote-sjy3vey,sjy3vey,26/02/2023,"JavaScript Developer",15000,"5. Mid",18000,ThunderSoft,Fullstack,B2B,16500
/pl/job/senior-product-manager-synerise-remote-sk4utwf,sk4utwf,26/02/2023,"Senior Product Manager",18000,"6. Senior",25000,Synerise,"Product Management",B2B,21500
